name,country,date,review_score,review_header,review_body
SHAHROKH DELGOSHAD,AT,"Jun 30, 2025",5,Professional team providing professional and convenient services.,"Hi, Digital Ocean is a dream company for me. Speed, accuracy, knowledge and high quality of service are very important to me and this company has it all. On the other hand, the site is very user-friendly where you can easily manage your projects. Thank you"
Hack,IN,"Jun 29, 2025",5,I appreciate you give response on time.,I appreciate you give response on time. Thank you!
Self Custody,GB,"Jun 29, 2025",5,Felt like I was talking to Humans,"Felt like I was talking to Humans. They listened, understood, and provided the exact kind of help I needed."
Clifford Tindell,AE,"Jun 27, 2025",5,AWS to Digital Ocean Migration,"We migrated from AWS to Digital Ocean based on cost, but the simplicity of setup & management, impact on our multiple websites & app speed and their unparalleled customer support have made this our best business move to date!!!"
Josh Carlson,US,"Jun 26, 2025",5,Support was very clear and responded…,Support was very clear and responded quickly.
AB Devon,GB,"Jun 26, 2025",5,Was very impressed that they took the…,Was very impressed that they took the time to listen to me and then put in the effort to help me.
One One,KE,"Jun 26, 2025",5,5 Star Cloud Support,seamless and professional support experience. The Support was able to help navigate and resolve kubernetes and Docker challenge.
Shivam,IN,"Jun 26, 2025",5,Timely repsonse and solution,"Thank you very much for unblocking port 587 on our droplet and for explaining why it had been blocked in the first place. I appreciate you clarifying the security policy change and working with your team to get it resolved so quickly. I’ve just tested outbound SMTP to smtp.office365.com on port 587 from our droplet, and everything is now working perfectly again. Thanks again for your help and swift response!"
Onjegin,HR,"Jun 25, 2025",5,my problem was to change account e-mail…,my problem was to change account e-mail and DigitalOcean solved that fast for me
Paul Albinson,AU,"Jun 25, 2025",5,An all-round excellent experience,"Getting servers to work is very challenging, but DigitalOcean makes things so much easier. They have great guides, easy setups, including packages that set up all the programs and dependencies in one easy step, and their customer support is amazing - very knowledgeable and quick responses. Their prices are very reasonable too. What more could you want?"
troyvit,US,"Jun 24, 2025",5,Great support team,Helpful people who consistently enforced their policy but in a friendly way. They were quick to respond and quick to fix my problem.
Rodrigo Z. Armond,BR,"Jun 24, 2025",5,The support staff handled the matter…,"The support staff handled the matter with great care and professionalism, without forgetting the human side."
Magdalena Tomalska,PL,"Jun 24, 2025",5,Highly recommend,"I've been using DigitalOcean for hosting and object storage (Spaces) and I’m very satisfied so far. The platform is intuitive, reliable, and gives you the control developers need without unnecessary complexity. One of the highlights has been their support — I reached out with a question and got a quick, helpful response. It’s clear they value their users and know their product well. Great documentation, transparent pricing, and solid performance. Highly recommended for developers and small teams looking for scalable infrastructure."
Ohad Michaeli,IL,"Jun 24, 2025",5,Digital Ocean have great customer…,"Digital Ocean have great customer support, reasonable pricing and are a great solution to easily host n8n locally. I highly recommend them."
Palitha Lahiru,DE,"Jun 23, 2025",1,Extremely Disappointed – Poor Communication and Unfair Charges,"I used a VPS from DigitalOcean for a few months. Recently, they sent a copyright-related notice to my email — unfortunately, it went to my spam folder, so I missed it. Without any further warning or follow-up, they blocked the public IP address of my server. This caused a major outage for one of my clients, and I only found out when their system stopped working completely. I immediately contacted DigitalOcean support to resolve the issue, but after waiting more than 16 hours, I still didn’t receive a response. With no communication from their end, I had to pause all my work and migrate the entire platform to AWS at my own cost. I also had to compensate my client for the downtime. To make things worse, even though the server was inaccessible, DigitalOcean continued charging me for it daily. After 4 days with no response from support, I deleted the host entirely. Their handling of the situation was unprofessional, slow, and costly. I cannot recommend DigitalOcean after this experience. If your work is time-sensitive or client-critical, look elsewhere. Fast, reliable support and transparent communication are essential — and sadly, DigitalOcean fell short on both."
Balwinder Singh Ladher,IN,"Jun 23, 2025",5,Over all experience was good,Over all experience was good. The query was resolved well ahead of the expected time frame
Mattias Aronsson,SE,"Jun 23, 2025",5,This is highly recommended if you as a…,"This is highly recommended if you as a hobbyist or professional ML developer want to try your favourit model model on a beefy gpu as the mi300x from amd. Very good support and easy to use service, good price per hour. Remember to delete instance when you are done :-)"
Malek,CA,"Jun 23, 2025",5,Support was great,"Support was great! Responded within minutes, and my issue was resolved quickly too."
Humayun Kobir,BD,"Jun 22, 2025",5,Excellent in prompt reply and keep in…,Excellent in prompt reply and keep in touch till solved. Well explained issues.
Kyaw Sithu Moe Oo,TH,"Jun 22, 2025",5,Very nice and efficient cloud servers,
Septian,ID,"Jun 22, 2025",5,Its legittt cool,
José Frederico de Souza Silva,BR,"Jun 21, 2025",5,Hello,"Hello, If possible, grant acess to referral money, every day, to not pay with credit card or paypal"
John Kearney,US,"Jun 21, 2025",5,Great tech support oeople,"I have used digitalocean for a number of different projects. Whenever I need to rely on their technical support people for some obscure problem, they always stay involved and work with me until the problem is solved."
Albert Klein,DE,"Jun 20, 2025",5,Responsive support.,Responsive support.
